tag,itens,categoria,modelo,serial,marca,valor,data_compra,fornecedor,po,nota_fiscal,uso,qtd,prateleira,rua,setor,box,conferido,local
IMP2508210030147,p2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030148,p2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030149,p2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030150,p2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030151,p2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030152,p2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030153,p2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030154,p2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030155,p2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030156,p2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030157,p2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030158,p2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030159,p2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030160,p2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030161,p2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030162,p2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030163,p2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030164,p2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030165,p2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030166,p2719h,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030167,Item Importado,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030168,Item Importado,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030169,TVS,tv e monitor,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030170,Tipo,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030171,TV,tv e monitor,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030172,TV,tv e monitor,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030173,TV,tv e monitor,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030174,Video Wall,audio e video,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030175,Video Wall,audio e video,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030176,TV,tv e monitor,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030177,TV,tv e monitor,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030178,TV,tv e monitor,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030179,TV,tv e monitor,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030180,Video Wall,audio e video,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030181,Video Wall,audio e video,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030182,TV,tv e monitor,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030183,Monitor,tv e monitor,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030184,Monitor,tv e monitor,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030185,Monitor,tv e monitor,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030186,Monitor,tv e monitor,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030187,TV,tv e monitor,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030188,TV,tv e monitor,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030189,TV,tv e monitor,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030190,TV,tv e monitor,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030191,TV,tv e monitor,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030192,TV,tv e monitor,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030193,TV,tv e monitor,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030194,TV,tv e monitor,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030195,TV,tv e monitor,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030196,Marca,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030197,Samsung,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030198,Samsung,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030199,Samsung,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030200,Philips,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030201,Samsung,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030202,Samsung,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030203,Samsung,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030204,Philco,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030205,LG,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030206,LG,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030207,LG,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030208,Samsung,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030209,Sony,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030210,LG,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030211,Samsung,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030212,LG,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030213,LG,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030214,LG,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030215,Samsung,outros,,AUTO0463,,0.0,2025-08-21 00:30:37.499768,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030000,Item Importado,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030001,Item Importado,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030002,MODELO,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030003,P2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030004,P2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030005,P2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030006,P2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030007,P2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030008,P2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030009,P2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030010,P2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030011,P2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030012,P2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030013,P2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030014,P2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030015,P2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030016,P2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030017,P2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030018,P2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030019,P2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030020,P2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030021,P2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030022,P2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030023,P2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030024,P2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030025,P2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030026,P2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030027,P2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030028,P2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030029,P2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030030,P2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030031,P2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030032,P2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030033,P2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030034,P2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030035,P2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030036,P2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030037,P2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030038,P2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030039,P2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030040,P2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030041,P2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030042,P2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030043,P2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030044,P2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030045,P2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030046,P2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030047,P2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030048,P2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030049,P2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030050,P2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030051,P2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030052,P2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030053,P2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030054,P2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030055,P2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030056,P2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030057,P2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030058,P2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030059,P2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030060,P2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030061,P2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
IMP2508210030062,P2719h,outros,,AUTO0679,,0.0,2025-08-21 00:30:52.892621,,PO-IMP-20250821,NF-IMP2508210030,Geral,1,A Definir,A Definir,Geral,,False,HQ1 - 8º Andar
